u_alert_id,created_on,message,severity
alert_001,2025-02-19 06:28:00,Mensagem simulada 137 para alert_001,medium
alert_001,2025-02-20 21:28:00,Mensagem simulada 138 para alert_001,medium
alert_001,2025-02-22 09:28:00,Mensagem simulada 139 para alert_001,medium
alert_001,2025-02-23 22:28:00,Mensagem simulada 140 para alert_001,medium
alert_001,2025-02-25 19:28:00,Mensagem simulada 141 para alert_001,low
alert_001,2025-02-26 16:28:00,Mensagem simulada 142 para alert_001,low
alert_001,2025-02-28 06:28:00,Mensagem simulada 143 para alert_001,medium
alert_001,2025-02-28 14:28:00,Mensagem simulada 144 para alert_001,high
alert_001,2025-02-28 22:28:00,Mensagem simulada 145 para alert_001,low
alert_001,2025-03-01 07:28:00,Mensagem simulada 146 para alert_001,low
alert_001,2025-03-02 11:28:00,Mensagem simulada 147 para alert_001,high
alert_001,2025-03-04 05:28:00,Mensagem simulada 148 para alert_001,low
alert_001,2025-03-05 11:28:00,Mensagem simulada 149 para alert_001,high
alert_001,2025-03-06 17:28:00,Mensagem simulada 150 para alert_001,low
alert_001,2025-03-08 12:28:00,Mensagem simulada 151 para alert_001,low
alert_001,2025-03-08 16:28:00,Mensagem simulada 152 para alert_001,low
alert_001,2025-03-09 20:28:00,Mensagem simulada 153 para alert_001,high
alert_001,2025-03-11 12:28:00,Mensagem simulada 154 para alert_001,high
alert_001,2025-03-13 02:28:00,Mensagem simulada 155 para alert_001,medium
alert_001,2025-03-14 06:28:00,Mensagem simulada 156 para alert_001,high
alert_001,2025-03-15 08:28:00,Mensagem simulada 157 para alert_001,high
alert_001,2025-03-15 11:28:00,Mensagem simulada 158 para alert_001,low
alert_001,2025-03-16 06:28:00,Mensagem simulada 159 para alert_001,low
alert_001,2025-03-18 05:28:00,Mensagem simulada 160 para alert_001,high
alert_001,2025-03-19 16:28:00,Mensagem simulada 161 para alert_001,low
alert_001,2025-03-20 21:28:00,Mensagem simulada 162 para alert_001,low
alert_001,2025-03-21 14:28:00,Mensagem simulada 163 para alert_001,low
alert_001,2025-03-22 11:28:00,Mensagem simulada 164 para alert_001,low
alert_001,2025-03-23 15:28:00,Mensagem simulada 165 para alert_001,low
alert_001,2025-03-24 04:28:00,Mensagem simulada 166 para alert_001,low
alert_001,2025-03-24 15:28:00,Mensagem simulada 167 para alert_001,medium
alert_001,2025-03-26 03:28:00,Mensagem simulada 168 para alert_001,high
alert_001,2025-03-26 18:28:00,Mensagem simulada 169 para alert_001,medium
alert_001,2025-03-27 18:28:00,Mensagem simulada 170 para alert_001,low
alert_001,2025-03-28 19:28:00,Mensagem simulada 171 para alert_001,low
alert_001,2025-03-30 00:28:00,Mensagem simulada 172 para alert_001,medium
alert_001,2025-03-30 19:28:00,Mensagem simulada 173 para alert_001,medium
alert_001,2025-03-31 05:28:00,Mensagem simulada 174 para alert_001,high
alert_001,2025-04-02 04:28:00,Mensagem simulada 175 para alert_001,medium
alert_001,2025-04-03 23:28:00,Mensagem simulada 176 para alert_001,high
alert_001,2025-04-05 01:28:00,Mensagem simulada 177 para alert_001,medium
alert_001,2025-04-06 03:28:00,Mensagem simulada 178 para alert_001,high
alert_001,2025-04-06 20:28:00,Mensagem simulada 179 para alert_001,high
alert_001,2025-04-08 03:28:00,Mensagem simulada 180 para alert_001,medium
alert_001,2025-04-09 00:28:00,Mensagem simulada 181 para alert_001,high
alert_001,2025-04-10 06:28:00,Mensagem simulada 182 para alert_001,medium
alert_001,2025-04-10 22:28:00,Mensagem simulada 183 para alert_001,low
alert_001,2025-04-11 14:28:00,Mensagem simulada 184 para alert_001,low
alert_001,2025-04-13 04:28:00,Mensagem simulada 185 para alert_001,low
alert_001,2025-04-13 13:28:00,Mensagem simulada 186 para alert_001,low
alert_001,2025-04-15 11:28:00,Mensagem simulada 187 para alert_001,high
alert_001,2025-04-16 04:28:00,Mensagem simulada 188 para alert_001,low
alert_001,2025-04-17 23:28:00,Mensagem simulada 189 para alert_001,low
alert_001,2025-04-19 20:28:00,Mensagem simulada 190 para alert_001,high
alert_001,2025-04-21 15:28:00,Mensagem simulada 191 para alert_001,medium
alert_001,2025-04-22 08:28:00,Mensagem simulada 192 para alert_001,medium
alert_001,2025-04-23 08:28:00,Mensagem simulada 193 para alert_001,high
alert_001,2025-04-23 21:28:00,Mensagem simulada 194 para alert_001,high
alert_001,2025-04-25 17:28:00,Mensagem simulada 195 para alert_001,medium
alert_001,2025-04-26 09:28:00,Mensagem simulada 196 para alert_001,high
alert_001,2025-04-27 05:28:00,Mensagem simulada 197 para alert_001,medium
alert_001,2025-04-28 21:28:00,Mensagem simulada 198 para alert_001,medium
alert_001,2025-04-30 13:28:00,Mensagem simulada 199 para alert_001,low
alert_001,2025-05-02 13:28:00,Mensagem simulada 200 para alert_001,low
alert_002,2024-09-28 05:28:00,Mensagem simulada 1 para alert_002,high
alert_002,2024-09-29 01:28:00,Mensagem simulada 2 para alert_002,high
alert_002,2024-09-29 17:28:00,Mensagem simulada 3 para alert_002,low
alert_002,2024-09-29 19:28:00,Mensagem simulada 4 para alert_002,medium
alert_002,2024-10-01 17:28:00,Mensagem simulada 5 para alert_002,medium
alert_002,2024-10-03 10:28:00,Mensagem simulada 6 para alert_002,medium
alert_002,2024-10-04 06:28:00,Mensagem simulada 7 para alert_002,low
alert_002,2024-10-06 05:28:00,Mensagem simulada 8 para alert_002,low
alert_002,2024-10-07 00:28:00,Mensagem simulada 9 para alert_002,medium
alert_002,2024-10-07 08:28:00,Mensagem simulada 10 para alert_002,low
alert_002,2024-10-09 00:28:00,Mensagem simulada 11 para alert_002,low
alert_002,2024-10-09 07:28:00,Mensagem simulada 12 para alert_002,medium
alert_002,2024-10-10 14:28:00,Mensagem simulada 13 para alert_002,high
alert_002,2024-10-10 22:28:00,Mensagem simulada 14 para alert_002,medium
alert_002,2024-10-11 16:28:00,Mensagem simulada 15 para alert_002,high
alert_002,2024-10-13 04:28:00,Mensagem simulada 16 para alert_002,medium
alert_002,2024-10-13 06:28:00,Mensagem simulada 17 para alert_002,medium
alert_002,2024-10-14 06:28:00,Mensagem simulada 18 para alert_002,low
alert_002,2024-10-14 22:28:00,Mensagem simulada 19 para alert_002,high
alert_002,2024-10-15 22:28:00,Mensagem simulada 20 para alert_002,low
alert_002,2024-10-16 05:28:00,Mensagem simulada 21 para alert_002,low
alert_002,2024-10-16 17:28:00,Mensagem simulada 22 para alert_002,high
alert_002,2024-10-18 03:28:00,Mensagem simulada 23 para alert_002,medium
alert_002,2024-10-19 09:28:00,Mensagem simulada 24 para alert_002,low
alert_002,2024-10-19 18:28:00,Mensagem simulada 25 para alert_002,low
alert_002,2024-10-21 10:28:00,Mensagem simulada 26 para alert_002,high
alert_002,2024-10-22 17:28:00,Mensagem simulada 27 para alert_002,high
alert_002,2024-10-24 09:28:00,Mensagem simulada 28 para alert_002,medium
alert_002,2024-10-24 10:28:00,Mensagem simulada 29 para alert_002,low
alert_002,2024-10-25 11:28:00,Mensagem simulada 30 para alert_002,low
alert_002,2024-10-26 00:28:00,Mensagem simulada 31 para alert_002,low
alert_002,2024-10-26 20:28:00,Mensagem simulada 32 para alert_002,medium
alert_002,2024-10-28 07:28:00,Mensagem simulada 33 para alert_002,high
alert_002,2024-10-29 12:28:00,Mensagem simulada 34 para alert_002,high
alert_002,2024-10-30 00:28:00,Mensagem simulada 35 para alert_002,low
alert_002,2024-10-30 08:28:00,Mensagem simulada 36 para alert_002,medium
alert_002,2024-10-31 20:28:00,Mensagem simulada 37 para alert_002,low
alert_002,2024-11-01 15:28:00,Mensagem simulada 38 para alert_002,medium
alert_002,2024-11-03 14:28:00,Mensagem simulada 39 para alert_002,high
alert_002,2024-11-04 07:28:00,Mensagem simulada 40 para alert_002,low
alert_002,2024-11-05 17:28:00,Mensagem simulada 41 para alert_002,low
alert_002,2024-11-07 13:28:00,Mensagem simulada 42 para alert_002,low
alert_002,2024-11-08 04:28:00,Mensagem simulada 43 para alert_002,high
alert_002,2024-11-09 19:28:00,Mensagem simulada 44 para alert_002,high
alert_002,2024-11-11 16:28:00,Mensagem simulada 45 para alert_002,high
alert_002,2024-11-12 04:28:00,Mensagem simulada 46 para alert_002,medium
alert_002,2024-11-12 19:28:00,Mensagem simulada 47 para alert_002,high
alert_002,2024-11-14 07:28:00,Mensagem simulada 48 para alert_002,medium
alert_002,2024-11-15 18:28:00,Mensagem simulada 49 para alert_002,low
alert_002,2024-11-16 16:28:00,Mensagem simulada 50 para alert_002,medium
alert_002,2024-11-18 01:28:00,Mensagem simulada 51 para alert_002,high
alert_002,2024-11-19 15:28:00,Mensagem simulada 52 para alert_002,medium
alert_002,2024-11-21 10:28:00,Mensagem simulada 53 para alert_002,high
alert_002,2024-11-22 09:28:00,Mensagem simulada 54 para alert_002,high
alert_002,2024-11-23 04:28:00,Mensagem simulada 55 para alert_002,low
alert_002,2024-11-24 16:28:00,Mensagem simulada 56 para alert_002,low
alert_002,2024-11-25 02:28:00,Mensagem simulada 57 para alert_002,high
alert_002,2024-11-26 22:28:00,Mensagem simulada 58 para alert_002,low
alert_002,2024-11-28 18:28:00,Mensagem simulada 59 para alert_002,low
alert_002,2024-11-30 08:28:00,Mensagem simulada 60 para alert_002,low
alert_002,2024-12-01 13:28:00,Mensagem simulada 61 para alert_002,low
alert_002,2024-12-02 14:28:00,Mensagem simulada 62 para alert_002,low
alert_002,2024-12-03 21:28:00,Mensagem simulada 63 para alert_002,low
alert_002,2024-12-04 04:28:00,Mensagem simulada 64 para alert_002,high
alert_002,2024-12-04 19:28:00,Mensagem simulada 65 para alert_002,medium
alert_002,2024-12-05 06:28:00,Mensagem simulada 66 para alert_002,medium
alert_002,2024-12-07 05:28:00,Mensagem simulada 67 para alert_002,low
alert_002,2024-12-07 18:28:00,Mensagem simulada 68 para alert_002,high
alert_002,2024-12-08 09:28:00,Mensagem simulada 69 para alert_002,high
alert_002,2024-12-09 02:28:00,Mensagem simulada 70 para alert_002,low
alert_002,2024-12-09 04:28:00,Mensagem simulada 71 para alert_002,high
alert_002,2024-12-11 03:28:00,Mensagem simulada 72 para alert_002,medium
alert_002,2024-12-12 01:28:00,Mensagem simulada 73 para alert_002,high
alert_002,2024-12-12 16:28:00,Mensagem simulada 74 para alert_002,low
alert_002,2024-12-13 11:28:00,Mensagem simulada 75 para alert_002,medium
alert_002,2024-12-14 01:28:00,Mensagem simulada 76 para alert_002,medium
alert_002,2024-12-14 06:28:00,Mensagem simulada 77 para alert_002,high
alert_002,2024-12-15 22:28:00,Mensagem simulada 78 para alert_002,low
alert_002,2024-12-17 16:28:00,Mensagem simulada 79 para alert_002,high
alert_002,2024-12-18 22:28:00,Mensagem simulada 80 para alert_002,medium
alert_002,2024-12-20 12:28:00,Mensagem simulada 81 para alert_002,high
alert_002,2024-12-20 16:28:00,Mensagem simulada 82 para alert_002,medium
alert_002,2024-12-21 12:28:00,Mensagem simulada 83 para alert_002,medium
alert_002,2024-12-21 17:28:00,Mensagem simulada 84 para alert_002,low
alert_002,2024-12-21 20:28:00,Mensagem simulada 85 para alert_002,low
alert_002,2024-12-23 11:28:00,Mensagem simulada 86 para alert_002,high
alert_002,2024-12-25 05:28:00,Mensagem simulada 87 para alert_002,low
alert_002,2024-12-25 07:28:00,Mensagem simulada 88 para alert_002,high
alert_002,2024-12-26 16:28:00,Mensagem simulada 89 para alert_002,medium
alert_002,2024-12-28 12:28:00,Mensagem simulada 90 para alert_002,high
alert_002,2024-12-29 21:28:00,Mensagem simulada 91 para alert_002,high
alert_002,2024-12-30 22:28:00,Mensagem simulada 92 para alert_002,low
alert_002,2024-12-31 00:28:00,Mensagem simulada 93 para alert_002,low
alert_002,2025-01-01 02:28:00,Mensagem simulada 94 para alert_002,low
alert_002,2025-01-02 06:28:00,Mensagem simulada 95 para alert_002,high
alert_002,2025-01-03 11:28:00,Mensagem simulada 96 para alert_002,high
alert_002,2025-01-03 23:28:00,Mensagem simulada 97 para alert_002,high
alert_002,2025-01-05 12:28:00,Mensagem simulada 98 para alert_002,high
alert_002,2025-01-05 19:28:00,Mensagem simulada 99 para alert_002,medium
alert_002,2025-01-06 15:28:00,Mensagem simulada 100 para alert_002,medium
alert_002,2025-01-06 21:28:00,Mensagem simulada 101 para alert_002,medium
alert_002,2025-01-08 14:28:00,Mensagem simulada 102 para alert_002,high
alert_002,2025-01-09 10:28:00,Mensagem simulada 103 para alert_002,high
alert_002,2025-01-09 12:28:00,Mensagem simulada 104 para alert_002,medium
alert_002,2025-01-10 10:28:00,Mensagem simulada 105 para alert_002,low
alert_002,2025-01-10 22:28:00,Mensagem simulada 106 para alert_002,low
alert_002,2025-01-12 16:28:00,Mensagem simulada 107 para alert_002,low
alert_002,2025-01-13 10:28:00,Mensagem simulada 108 para alert_002,low
alert_002,2025-01-14 12:28:00,Mensagem simulada 109 para alert_002,medium
alert_002,2025-01-14 19:28:00,Mensagem simulada 110 para alert_002,low
alert_002,2025-01-15 02:28:00,Mensagem simulada 111 para alert_002,high
alert_002,2025-01-15 21:28:00,Mensagem simulada 112 para alert_002,medium
alert_002,2025-01-15 22:28:00,Mensagem simulada 113 para alert_002,high
alert_002,2025-01-17 18:28:00,Mensagem simulada 114 para alert_002,low
alert_002,2025-01-17 23:28:00,Mensagem simulada 115 para alert_002,low
alert_002,2025-01-19 09:28:00,Mensagem simulada 116 para alert_002,high
alert_002,2025-01-20 09:28:00,Mensagem simulada 117 para alert_002,medium
alert_002,2025-01-22 08:28:00,Mensagem simulada 118 para alert_002,medium
alert_002,2025-01-22 14:28:00,Mensagem simulada 119 para alert_002,medium
alert_002,2025-01-22 22:28:00,Mensagem simulada 120 para alert_002,high
alert_002,2025-01-23 18:28:00,Mensagem simulada 121 para alert_002,low
alert_002,2025-01-25 05:28:00,Mensagem simulada 122 para alert_002,medium
alert_002,2025-01-26 23:28:00,Mensagem simulada 123 para alert_002,high
alert_002,2025-01-27 08:28:00,Mensagem simulada 124 para alert_002,low
alert_002,2025-01-28 06:28:00,Mensagem simulada 125 para alert_002,high
alert_002,2025-01-29 08:28:00,Mensagem simulada 126 para alert_002,medium
alert_002,2025-01-30 10:28:00,Mensagem simulada 127 para alert_002,high
alert_002,2025-01-30 13:28:00,Mensagem simulada 128 para alert_002,medium
alert_002,2025-01-31 23:28:00,Mensagem simulada 129 para alert_002,low
alert_002,2025-02-01 19:28:00,Mensagem simulada 130 para alert_002,high
alert_002,2025-02-02 21:28:00,Mensagem simulada 131 para alert_002,medium
alert_002,2025-02-03 17:28:00,Mensagem simulada 132 para alert_002,medium
alert_002,2025-02-04 19:28:00,Mensagem simulada 133 para alert_002,high
alert_002,2025-02-06 09:28:00,Mensagem simulada 134 para alert_002,medium
alert_002,2025-02-07 12:28:00,Mensagem simulada 135 para alert_002,low
alert_002,2025-02-07 21:28:00,Mensagem simulada 136 para alert_002,high
alert_002,2025-02-08 17:28:00,Mensagem simulada 137 para alert_002,high
alert_002,2025-02-08 23:28:00,Mensagem simulada 138 para alert_002,high
alert_002,2025-02-09 13:28:00,Mensagem simulada 139 para alert_002,medium
alert_002,2025-02-10 05:28:00,Mensagem simulada 140 para alert_002,medium
alert_002,2025-02-11 03:28:00,Mensagem simulada 141 para alert_002,low
alert_002,2025-02-11 07:28:00,Mensagem simulada 142 para alert_002,high
alert_002,2025-02-12 09:28:00,Mensagem simulada 143 para alert_002,high
alert_002,2025-02-14 04:28:00,Mensagem simulada 144 para alert_002,low
alert_002,2025-02-16 00:28:00,Mensagem simulada 145 para alert_002,low
alert_002,2025-02-17 00:28:00,Mensagem simulada 146 para alert_002,low
alert_002,2025-02-18 15:28:00,Mensagem simulada 147 para alert_002,low
alert_002,2025-02-20 02:28:00,Mensagem simulada 148 para alert_002,low
alert_002,2025-02-22 02:28:00,Mensagem simulada 149 para alert_002,high
alert_002,2025-02-22 23:28:00,Mensagem simulada 150 para alert_002,low
alert_002,2025-02-24 18:28:00,Mensagem simulada 151 para alert_002,medium
alert_002,2025-02-25 23:28:00,Mensagem simulada 152 para alert_002,medium
alert_002,2025-02-27 19:28:00,Mensagem simulada 153 para alert_002,high
alert_002,2025-03-01 14:28:00,Mensagem simulada 154 para alert_002,high
alert_002,2025-03-01 20:28:00,Mensagem simulada 155 para alert_002,high
alert_002,2025-03-03 14:28:00,Mensagem simulada 156 para alert_002,low
alert_002,2025-03-05 01:28:00,Mensagem simulada 157 para alert_002,high
alert_002,2025-03-05 23:28:00,Mensagem simulada 158 para alert_002,low
alert_002,2025-03-06 08:28:00,Mensagem simulada 159 para alert_002,medium
alert_002,2025-03-07 21:28:00,Mensagem simulada 160 para alert_002,low
alert_002,2025-03-09 00:28:00,Mensagem simulada 161 para alert_002,low
alert_002,2025-03-09 13:28:00,Mensagem simulada 162 para alert_002,high
alert_002,2025-03-10 22:28:00,Mensagem simulada 163 para alert_002,medium
alert_002,2025-03-12 12:28:00,Mensagem simulada 164 para alert_002,low
alert_002,2025-03-13 11:28:00,Mensagem simulada 165 para alert_002,medium
alert_002,2025-03-15 03:28:00,Mensagem simulada 166 para alert_002,high
alert_002,2025-03-16 08:28:00,Mensagem simulada 167 para alert_002,high
alert_002,2025-03-17 16:28:00,Mensagem simulada 168 para alert_002,high
alert_002,2025-03-18 20:28:00,Mensagem simulada 169 para alert_002,medium
alert_002,2025-03-18 23:28:00,Mensagem simulada 170 para alert_002,high
alert_002,2025-03-19 22:28:00,Mensagem simulada 171 para alert_002,high
alert_002,2025-03-20 06:28:00,Mensagem simulada 172 para alert_002,high
alert_002,2025-03-20 13:28:00,Mensagem simulada 173 para alert_002,medium
alert_002,2025-03-22 10:28:00,Mensagem simulada 174 para alert_002,low
